,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
257,", When are the British public going to wake up to the fact Brexit is a disaster? Until they do they will be putting up with lower rates of living. Vaccination rhetoric is used so no one will notice how bad things are. All because the rich did not want to pay tax on off shore money.",Rich People,1.277755617,5.390734273,-1.78615008,negative,2021-07-16,Replies,0,0,0,0,Unknown,449
895,", , If the Bank also limited land price rises to productivity gains, sure. If the Bank was worried about productivity exceeding wages in trading partners, and taxed their capital exports so that we have balanced trade, doing what fx cannot. Sure, then also worry about dom'tic wages",Pay Rises,4.537575002,2.899954951,0.101123936,neutral,2021-05-26,Replies,0,0,0,0,Male,342
256,", The issue of low pay for nursery care is harder, but partly stems from how expensive the costs are (ie it's already barely affordable, so not much room to raise prices & thus wages), though doubt this is half the total problem, as all care work is relatively lowpaid employment.",House Prices,1.734928385,3.510877028,-1.051473326,negative,2021-10-05,Replies,0,0,0,0,Male,453
869,", , , I agree, yes, but that takes me back to my original point surely all club income goes to ‘football operations’ anyway? Why set up a membership scheme on that basis? Club income rises and falls with results as it is, so the DNA was bound to see the same results",Pay Rises,4.537575002,1.025774599,1.140371105,positive,2021-02-14,Replies,0,0,0,0,Male,1322
870,", Seems to me this is nainstream Tory thinking, where donors see paying fair tax as optional . Many, including isolated the poor & OAPs on meagre UK state pension with TV as sole entertainment have to pay licence, even to watch commercial TV or radio. No real choice.",State Pension,2.891547309,3.297412932,-0.477920031,negative,2021-05-04,Replies,0,0,0,0,Unknown,1285
871,", , Sorry, it sounds like we are agreeing. Employers welcome migrants as it is cheaper, but there certain jobs most don't want, veg picker, increasing wages increases food costs. Training uk workers for the more skilled jobs is needed and to pay an appropriate wage.",Poor Pay,3.712561366,1.738437166,0.412161914,positive,2021-09-28,Replies,0,0,0,0,Male,1232
872,", Unfortunately this is also true of education. The Government removed pay portability for teachers in 2013. Academies can now pay what they like. This pushes out older more experienced staff as we cost more. It also increases the amount of unqualified people teaching. I hear you",Public Sector Pay,4.978246434,3.47562018,0.012731185,neutral,2021-02-27,Replies,0,0,0,0,Unknown,1219
251,", They are extremely reliant on low education voters who are tired of the poor pay. College educated voters hate them, so they really struggle outside of those workers plus retired",Poor Pay,1.318853056,4.892246295,-1.657462691,negative,2021-10-01,Replies,0,0,0,0,Male,507
250,", , and deserve more. As do delivery drivers, police and many others. Sick and tired of this NHS. Look at the amount paid out for poor care and death. Lived in many EU countries and NHS bottom of list. pockets of excellence not shared throughout country.",Statutory Sick Pay,3.55589031,3.769610947,-0.404939919,negative,2021-03-06,Replies,0,0,0,0,Female,516
873,", And we will also see a significant rise in both inflation and shrinkflation which will always effect people on low and fixed incomes worst. Having a poor diet and not having sufficient money to meet your other bills is always going to effect people's mental and physical health.",Mental Health,4.265400445,4.87419888,-0.479993281,negative,2021-07-23,Replies,0,0,0,0,Male,1214
868,", , , So you know better than Fraser of Allander?🤔 Lower taxes in Scotland reduce the block grant. They must, and the SNP agreed. NI is in reality just such a tax. Moreover, not paying NI would seem inconsistent with the claims separatists routinely make about pensions. Your side lost",Low Income Families,1.290301516,2.0519199,-0.810473557,neutral,2020-12-02,Replies,0,0,0,0,Unknown,1384
271,", , , , Everyone is capable of ingenuity. Socialism stifles it by not rewarding it. UBI or negative income tax could just do the opposite as they give saftey nets to the poorest, free people up to work on meaningful things while keeping rewards for value added that capitalism provides",Income Tax,4.569539677,3.093811387,0.043435093,neutral,2021-08-08,Replies,0,0,0,0,Unknown,358
275,", , , I'd suggest most of the wealth they create is kept for themselves and the disparity between the highest paid and the lowest is to great and cannot be justified. That people cannot live on 'minimum' wage while the wealthy avoid tax is a national embarrassment.",National Insurance,2.843600297,4.64071708,-0.836371528,negative,2020-12-09,Replies,0,0,0,0,Female,331
277,", Notice he doesn't suggest a meaningful pay rise.what a cheek from the man who run down the NHS budgets and staffing levels.",Poor Pay,2.981429773,6.594825864,-1.140455997,negative,2021-02-10,Replies,0,0,0,0,Male,320
305,", The nurses who put their lives on the line, and many died, were offered a paltry pay rise. BJ’s friend who is able to meddle from a secure location is pandered to with offers of tax breaks. Just as you think BJ can’t stoop lower, he does, big time.",Poor Pay,3.638085188,2.482585843,0.03558321,neutral,2021-04-22,Replies,0,0,0,0,Male,168
304,", , ypu really think people are that shallow ? here u could be right ... 4% wage rise is pathetic and if your vote can be bought by a kids computer then I despair, alot of people do know about the GRA and HCB though, just sadly not enough",Government Support,0.813117211,3.139400558,-1.697485476,negative,2021-03-31,Replies,0,0,0,0,Unknown,169
303,", , , , , Where did they say they weren't in work John? 40% of claimants are. The benefit is designed, not as a lifeline, but to top up criminally low wages and it clearly doesn't do that. Do some research before you open your gob. It makes you look silly.",Low Income Families,5.549371117,1.490714887,0.967855224,positive,2021-09-21,Replies,0,0,0,0,Male,169
302,", Yes ! Universal basic income would mean that every worker has the financial clout to negotiate proper terms and conditions and ultimately have the ability to quit working for bad employers who would then go bust, deservedly so.",Government Support,4.992494641,1.358906383,0.954681877,positive,2021-01-25,Replies,0,0,0,0,Male,170
848,", Absolutely. Incomes are falling but rent & living costs are rising and that burden is mostly on those least able to afford it. But the SNP used Committee stage to bury even a modest rent control plan. We need representation for tenants, not landlords: ,",Cost of Living,3.358390878,2.638727663,-0.105408492,neutral,2020-11-27,Replies,0,0,0,0,Unknown,17373
850,", , , , Also, although politicians rarely admit it, one of the main purposes of tax is to reduce inequality, and wealth tax (+ inheritance tax) is best way to do that. Income tax hits someone from a poor background in a highpaying job just as hard as their rich colleague",Rich People,1.788857864,5.277455326,-1.428440275,negative,2021-09-06,Replies,0,0,0,0,Male,7946
298,", , Biden Pauses Executive Order Discounting Insulin Prices for LowIncome Americans. Biden hates the poor and only wants to serve his wall street masters he does not care if diabetics die. think of that family that will lose someone because of this. Joe's friends in big pharma",Low Income Families,3.635651396,3.135365464,-0.198531037,neutral,2021-01-23,Replies,0,0,0,0,Unknown,183
297,", , Anglian Revenues Partnership (benefits office) haven’t heard of the Household Support Fund. 🤷🏼‍♂️ Losing £1k a year isn’t enough of a drop in income to allow for any other support. It was an uplift. Rising costs is the issue. Benefits analysis DO NOT take outgoings into account.",Government Support,6.341422216,0.993809924,1.506738791,positive,2021-10-06,Replies,0,0,0,0,Male,187
296,", , , , , , , , , , , , , , , , Well we can expect nothing more. , is a dirty politician of a tarnished government. Blocking all and sundry on twitter is not going distance this poor excuse of a government servant from the horrific implications of this retrospective tax which is simple income theft.",Government Support,2.891547309,5.851461714,-1.051473326,negative,2021-01-29,Replies,0,0,0,0,Unknown,193
294,", I had my wedding reception here in 2011, and although we had a great time because of our friends and families, it wasn't the perfect venue. Lots of what we paid for not there. Complained and was just told ""tough!"" Left a bad taste in my mouth, that's for sure.",Low Income Families,3.111404021,4.534764258,-0.723272612,negative,2021-06-16,Replies,0,0,0,0,Female,196
292,", , The pay rise is an insult to the hard working nurses, but not many are on £24k a year. The average, according to the RCN is £33£35k. But they still deserve a decent payrise, and scrap the back room staff.",Poor Pay,4.756603815,2.523683282,0.287240885,neutral,2021-03-05,Replies,0,0,0,0,Unknown,208
291,", Boris would love inflation at 20%, unearned income up 25% minimum wages up 2%. He could then say the low paid are getting a pay rise, which is true but causes massive suffering for the poor. He would probably like benefits up 1% so he can say pay is going up by more than benefits",Minimum Wage Increase,3.272086256,0.894428932,0.950424019,positive,2021-10-03,Replies,0,0,0,0,Male,231
853,", problematizing it in this way, exposes how rotten the entire system is the government could legislate, but it is corrupt it doesn't care poor people pay more gas guzzlers are privileged there is no democracy, or social justice, or environmental morality",Social Care,2.765692463,4.07245564,-0.733528717,negative,2020-11-21,Replies,0,0,0,0,Unknown,5475
289,", No need to wait. Prices will continue to go up, taxes will go up, mortgage repayments will rise, disposable income will continue to fall until it becomes unbearable. There is no free lunch. All the money spent on Covid relief will have to be paid back one way or another.",Income Tax,5.507350539,3.527286147,0.098981293,neutral,2021-09-13,Replies,0,0,0,0,Male,234
288,", tries to cancel a referee and then complains about cancel culture He then complains about fighter pay counter punches that with people are soft, just get on with it My favourite..... complaining about an early stoppage, switch stance, no deaths, poor Frankie, safety ,",Government Support,2.490520136,5.162382497,-1.075480209,negative,2021-03-06,Replies,0,0,0,0,Unknown,251
287,", , , Aye you just keep complaining about poor wee you while the workers try and get a better wage ya selfish cunt.",State Pension,1.788857864,6.906681228,-1.697485476,negative,2021-10-14,Replies,0,0,0,0,Unknown,252
854,", I have supported this Govt despite mistakes made during pandemic. However don’t agree with their reluctance to pay nurses what they deserve. They’ve been on frontline throughout pandemic and need a decent salary increase. JeremyVine NHS",Poor Pay,3.66761607,2.867990276,-0.100643244,neutral,2021-05-19,Replies,0,0,0,0,Unknown,5038
284,I’m at the top of my band so therefore have had no pay rise for 3 years. I won’t get a pay rise. Despite being responsible and accountable for numerous skills that I could boggle your mind by explaining...,Wage Growth,2.546659632,3.482108821,-0.659429132,negative,2021-03-05,Replies,0,0,0,0,Female,287
283,", , , My lower back was bad too, luckily can go back to the office. Employers should pay for the setup though. I got a monitor from them in case I have to go back home to allow other to come in when it's mandatory again (at social distance reduced desks, sigh).",Low Income Families,4.756603815,1.277755617,0.967855224,positive,2021-05-17,Replies,0,0,0,0,Unknown,289
282,", Just to be clear, the private companies eg G4S, will be highly paid. The poor bloody workers on the front line will only receive a pittance in wages. More cash handouts for the tory mafia. Disgraceful. The most corrupt, useless, incompetent and deceitful pm and government EVER",Poor Pay,2.262839288,5.465683905,-1.2284425,negative,2021-07-27,Replies,0,0,0,0,Male,290
280,", , £30000 plus a year Not a bad wage for sleeping with him. Ladies send you cv to , 10 Downing St London sw1 Mark envelope private.",Public Sector Pay,6.039306994,4.615985696,-0.077809751,neutral,2021-03-29,Replies,0,0,0,0,Male,302
279,", , , , There’s a lack of connection between home and environment. Homes without accessible and natural landscapes are just future slums. Short term solutions for poor strategic and financial planning. As usual, the poorest pay.",Low Income Families,3.077323797,6.49893184,-1.094151099,negative,2021-10-01,Replies,0,0,0,0,Unknown,304
278,", , , , credits/universal credit. The wage top up is not the best system 2b fair as it does block wage growth. On the plus side, it means even those in low paid jobs can afford 2 live. No system is perfect but not having universal healthcare is just madness in the richest country on 🌍",Government Support,4.502804693,3.490618971,-0.091952199,neutral,2020-12-19,Replies,0,0,0,0,Male,311
248,", Imagine, poor Shamima isn't welcome in Britian, OR the EU! How the union has failed this poor sweet innocent girl. Who will pay her benefits and home her now?",State Pension,5.875122442,1.318853056,1.147390849,positive,2021-02-26,Replies,0,0,0,0,Male,535
247,", , , Oh I have a licence I like David Attenborough . I can't stand that Pointless programme mind you it's well named as far as I'm concerned . Although my poor old father only has half a eye , I think it's bad he has to pay for a licence.",Government Support,1.895733531,4.838064652,-1.283482514,negative,2021-08-05,Replies,0,0,0,0,Unknown,540
540,", Thanks Boris..My supposed Sky superfast has been very poor during lockdown. These companies need to be held accountable, sick of paying good money and not getting what you are paying for🤬",Statutory Sick Pay,1.538661899,4.44582645,-1.407626228,negative,2021-03-19,Replies,0,0,0,0,Unknown,36
599,"2/ Brexiters blamed the roughly 3 million EU citizens in the UK for lost jobs and stagnant real wages, when the real shock was coming from far away in the form of several hundred million low paid workers entering global markets.",Poor Pay,1.538661899,7.257096978,-1.897640332,negative,2021-01-14,Replies,0,0,0,0,Male,52435
224,", A large % of the population are on the pigs back. Working from home. Paid 80% of income to do nothing. Budget won’t start to hit for 1 2 years. Covid has hidden job losses. Public expenditure awaiting cuts. Rising interest rates will increase national debt. Things will change.",National Insurance,5.501424105,1.538661899,0.927520255,positive,2021-03-04,Replies,0,0,0,0,Female,1057
890,", , , The planned housing estate here has been cancelled repeatedly since 2010, not a foundation dug or a brick laid. Austerity economics, so they didn't bother. As for jobs, try catering, hotels, leisure, farm work. They are desperate but wages are poor so house buying is out.",Poor Pay,2.415722798,3.533156595,-0.726766744,negative,2021-07-09,Replies,0,0,0,0,Female,428
204,", yep inside the north and south circular will come under the charge not sure how all those poor folk with the older cars fare with it all.. do they have to pay a daily charge?",Rich People,5.59130657,3.562999081,0.104036774,neutral,2020-12-21,Replies,0,0,0,0,Unknown,1472
889,", ScotGov don't have the powers to introduce UBI so they've cooked up 'minimum income guarantee' that akes into account benefits and 'access to services' which sounds like the usual piss poor planning of a complex syatem that will inevitably fail costing us millions.",Minimum Wage Increase,3.66761607,2.931919626,-0.122689082,neutral,2021-06-13,Replies,0,0,0,0,Unknown,434
223,", Not least because grant income and citations are incredibly poor proxies for someone's value/contribution to a university. Obviously they completely ignore *teaching*. But they don't even encapsulate scientific output well. And are highly skewed to favour of senior academics.",Income Tax,5.246379885,2.821828917,0.273579476,neutral,2021-01-22,Replies,0,0,0,0,Male,1063
882,", To the rich working from home, receiving their inflated wages, in their suburban enclaves. Quite happy, agreeing with restrictions, with their huge pensions. Shame on you! The poor stuck in their flats, losing their jobs, and being patronised by the state. Spring is coming.",Poor Pay,2.396274244,3.728513508,-0.788668088,negative,2020-12-30,Replies,0,0,0,0,Male,862
221,", , they know how to influence these people. The Farages come in and tell the people who feel disadvantaged because of poor education, wages, lack of career prospects & no affordable housing to blame the left, minorities & more without real or substantial resolutions. They are sith",Wage Growth,1.734928385,4.720460696,-1.347513854,negative,2020-12-06,Replies,0,0,0,0,Unknown,1081
220,", ""public consultation to find out how much householders are willing to pay, as the local authority continues to grapple with the cost of the pandemic."" What affects willingness to pay? Transparency, value for money, overpaid consultants, Mayor's big pay rise? 1/2",Mental Health,3.111404021,1.153996424,0.645269419,neutral,2020-11-19,Replies,4,1,2,1,Female,1096
219,"Plus lack of proper financial support for people with disabilities, low paid work, poor access to cheapee food shopping options etc, etc...",Mental Health,2.981429773,6.49893184,-1.125808446,negative,2020-12-28,Replies,0,0,0,0,Unknown,1116
606,", , , , , These people aren't being offered ultra low rates. They're being asked to pay 3% plus. The real problem is not enough affordable homes, but it's frustrating being refused a mortgage when you're already paying more in rent.",Wage Growth,2.843600297,4.703048196,-0.849713482,negative,2021-09-12,Replies,0,0,0,0,Male,3979
206,".@DrChrisGrocott, for UK & Midlands, is UCU nominated Chair of the USS Advisory Board. ""The challenges faced in decent pension provision reflect broader problems in our sector and society – inequality, discrimination, unfair pay, precarity..."" ,",State Pension,1.846394278,6.964217642,-1.674124166,negative,2021-02-02,Replies,0,0,0,0,Male,1395
207,", ...reasons to be deeply concerned. Class will be a big divider as poorer parents will be disproportionately fined and prosecuted in a way wealthier parents won’t, they will be able to pay fines, find recourses for legal advice and to hire representation etc.",Low Income Families,2.797657138,3.869009801,-0.670789869,negative,2021-01-10,Replies,0,0,0,0,Unknown,1352
888,", , , , , Real wages are predicted to be stagnant all the way through to at least 2026. That's a decade and a half of Tory rule for you. Of course, they'd like you to blame the EU...",Wage Growth,3.412320356,5.277455326,-0.78262511,negative,2021-11-01,Replies,0,0,0,0,Unknown,457
209,", , , It matters to most people in the UK actually! Especially those on appallingly low wages, unemployed, or homeless. Most of us would have to win the lottery to buy John Lewis Furniture! I personally buy everything from charity shops, affordable and supportive!",State Pension,3.300854463,0.894428932,0.959177602,positive,2021-04-27,Replies,0,0,0,0,Female,1298
887,", , Why? UK pensioners the poorest by far in W Europe (well below minimum wage). And one year *one* year! they get to raise their pension level a bit. Yes, I understand that any future triple lock wd be based on this increased pension but give us a break.",State Pension,6.222808043,2.307992848,0.645269419,positive,2021-09-08,Replies,0,0,0,0,Female,464
886,", , Even if you disregard the financial aspect, & look at it from a social/moral point of view, women especially poor women, are often, sadly, looked down on for having children to a few different fathers. Whether they pay for their needs themselves, or get help from the state!",Government Support,3.000776785,2.372690414,-0.111726914,neutral,2021-08-02,Replies,0,0,0,0,Female,474
212,", Personally I would say no thank you. There is already a kind of class system with those damned blue ticks (look at these real people who you norms can only dream of being). A paid and unpaid system would be unfair to those of us who have to carefully budget.",Low Income Families,2.765692463,3.061846712,-0.448300782,negative,2021-05-18,Replies,0,0,0,0,Male,1241
213,", , I remember those days. Thankfully mortgages were more restricted (3x salary or 2+1, and 90% max), but rising interest rates still hammered many people I knew, unable to make payments as their property slipped in to negative equity. It'll be a bloodbath this time.",Poor Pay,2.437371683,3.810708386,-0.793468411,negative,2021-10-09,Replies,0,0,0,0,Unknown,1221
884,", , Counterpoint: isn't the issue of slow growth and poor demand that has plagued the UK (and most of Europe) the past decade due to poorly paid, insecure jobs? Given this, isn't there some slack in the labour market in terms of *good* jobs? * for a certain value of good.",Poor Pay,2.546659632,4.383026394,-0.889530482,negative,2021-10-20,Replies,0,0,0,0,Unknown,688
216,", , , Except paying state pension to (mortgage free 30+yrs NI payer) 6o yr old will often be cheaper than paying UC to a 20/30 something needing to rent/buy a family home. Lower retirement will make way for younger employees. Not perfect but one solution that would contribute.",State Pension,4.148538695,1.781499541,0.498727112,positive,2021-02-13,Replies,0,0,0,0,Male,1181
246,", , The Roman Senate never spent too much time deliberating whether their gods were real or not. They just satisfied themselves by reminding the plebs that they were bad citizens who'd piss Jupiter off for sure if they didn't pay their taxes promptly.",Government Support,5.549371117,1.490714887,0.967855224,positive,2021-10-18,Replies,0,0,0,0,Male,554
604,", 2021 looks terrible. We'll have too many jobs, too many pay rises, and too much economic growth. Hopefully the BoE/OBR anticipate this and take a hammer to our national wealth beforehand, to ensure that millenials aren't forced to endure excessive prosperity.",Wage Growth,3.66761607,2.899954951,-0.111726914,neutral,2021-02-25,Replies,0,0,0,0,Unknown,4749
607,👉 This scheme supports pregnant women or those with children under four who have a low income and are in receipt of benefits to buy fresh fruit and vegetables. This will help people boost the longterm health of their children.,Low Income Families,7.075835947,1.318853056,1.333349539,positive,2021-01-16,Replies,0,0,0,0,Male,3959
893,", It was at the height of austerity, the sick and the poor were still being blamed for financial issues, and the very wealthy were still avoiding paying their fair share in taxes. BUT the messages from the opening ceremony and the feel of kinship and optimism were palpable. ,",Income Tax,2.132700223,3.298409579,-0.78262511,negative,2021-07-23,Replies,0,0,0,0,Male,362
244,", , I assume he has an accountant who knows all these answers and financial advisors . All those poor uneducated morons who feel sorry for him having to pay tax and obey the law . Who applaud his whining . Do they pay tax ?",Rich People,2.795653285,2.89635015,-0.381959153,negative,2021-07-05,Replies,0,0,0,0,Unknown,578
243,", I doubt if the feeling was mutual. You will be forgotten in an instant but the damage you have done to Scotland's poorest people will NEVER be forgotten. Enjoy the luxury of your high salaries but they are not guaranteed to last forever. You shameless excuse for a man",Small Businesses,3.000776785,3.33200916,-0.45127788,negative,2021-10-03,Replies,0,0,0,0,Female,584
875,"Struggling over money can cause mental health issues like depression and anxiety. Minimum wage jobs are legitimately bad for your health in so many ways, giving people enough money to live in dignity and without worry should just be common decency.",Mental Health,3.997499972,2.372690414,0.175071061,neutral,2021-01-17,Replies,0,0,0,0,Male,1108
600,", , , Yes how dare they support nurses getting a proper payrise alongside all other low paid workers instead of a pay cut...",Poor Pay,6.601708926,1.846394278,0.927520255,positive,2021-03-07,Replies,0,0,0,0,Male,12245
240,"@_DylanHamilton_ The people missing out here are probably people on low incomes, who can't afford to pay the inflated prices to go on holiday in the UK this year, since demand is so high. Not the comfortably middle class who can afford a decent holiday in the UK.",Poor Pay,3.183324539,3.563246406,-0.459319528,negative,2021-03-21,Replies,0,0,0,0,Female,652
239,", , , If paying a living wage to drivers,veg pickers etc, means a slight rise in prices,so be it. Let's face it, supermarkets, where most people shop, make huge profits & can assimilate some price rises.Their competetive approach would suggest they will be loathe to pass on increases.",Pay Rises,2.517891424,1.766578297,0.007803714,neutral,2021-10-03,Replies,0,0,0,0,Female,654
238,", , , Exactly standards are already poor yet they complain and expect a rise that's higher than the national average for a political stunt. When the real question should be if you want a pay increase of that size how do we ensure our standards improve",State Pension,4.162028338,2.172262613,0.303659643,neutral,2021-11-01,Replies,0,0,0,0,Male,655
603,", Agree many are on shyte wages, especially in both private and public social care. As are millions trying to survive in what remains of retail, personal care & hospitality. Can't support pay rises beyond already agreed for those in NHS in safe jobs on more than average wage.",Social Care,7.211381148,1.025774599,1.603638869,positive,2021-03-03,Replies,0,0,0,0,Unknown,6624
236,", They got their pay rise this should be getting lifted now. Be clear soon so nothing for Sarwar to moan about. No doubt he will find something else for SNP bad claim. Talks to wee rat Ross for ideas. SaltireSunday YesScots",Leaseholding,2.547777894,2.346537499,-0.264292862,neutral,2021-10-31,Replies,0,0,0,0,Unknown,697
235,", , , There has been plenty of research done on this, resulting in zero evidence that any wages have ever been suppressed. Poor wages are due to poor employers, not skilled people taking jobs that UK citizens largely do not want to do as the current situation so clearly shows.",Poor Pay,2.765692463,3.3292219,-0.532021161,negative,2021-07-25,Replies,0,0,0,0,Unknown,727
237,", , Interesting. Always the poorest who suffer from fines. There was a guy who lived above the pig once who was constantly getting parking fines but said it was better than getting out of bed in the morning to pay. Just wasn’t bothered by it at all.",Leaseholding,5.035782849,3.533156595,0.007803714,neutral,2020-11-30,Replies,0,0,0,0,Female,674
233,", , This is what a poor board does, allows rumours to spread and build up resentment due to no communication to the support. They are as much to blame as NL for the protests yesterday. Support pay £600 for a season ticket donation with no access to Celtic Park.",Government Support,3.55589031,3.728513508,-0.39397775,negative,2020-11-30,Replies,0,0,0,0,Male,759
232,", I'm sure you're a good cat dad. I agree with you about paid surrogacy. It's always the poorest women in the world who end up doing it because of lack of choice same reason poorer women end up in prostitution, too. With so many kids needing adopting it's horribly selfish.",Leaseholding,3.111404021,3.226489061,-0.38289408,negative,2021-08-10,Replies,0,0,0,0,Female,766
894,", , Low paid shop staff and idiots worried about whether to wear a mask or not IS NOT MENTAL HEALTH. If you're worried buy a mask that works such as an n95 but please don't trivialise a serious problem and one which is about to explode.",Mental Health,1.277755617,6.179271399,-1.922668843,negative,2021-07-08,Replies,0,0,0,0,Male,348
230,"3. This life insurance / pension / social security category. I don't really understand how these work in the US, to be honest. But they don't sound frivolous to me, they're expensive, and costs are rising way faster than income. ,",National Insurance,3.318040729,4.99383285,-0.755402844,negative,2021-09-09,Replies,0,0,0,0,Male,792
229,", Need to pay people better, its that simple. Weve had years of low wage economy fuelling our desire for often low cost food. Scotland back in EU would help too obviously",State Pension,5.140732137,2.208222872,0.498433856,positive,2021-07-21,Replies,0,0,0,0,Male,867
878,", Dear PrinceWilliam part of the problem is ordinary people don’t have the money. We cannot afford green electric or hybrid cars. Many especially the young drive cars that are over 10yrs old & more. We can’t afford extra green taxes. We are struggling with low pay & rising bills",Cost of Living,5.501424105,3.297412932,0.165295196,neutral,2021-04-23,Replies,0,0,0,0,Unknown,961
234,", With many still in their Brexit trance, Sunak payingoff the Tory shires, no policy opposition and the BBC total bad news blackout, sadly, the local election results are a foregone conclusion.",State Pension,3.019653497,4.344525226,-0.710347985,negative,2021-05-01,Replies,0,0,0,0,Male,736
214,"Yet its not what I want to do, the wages aren't great and there are no prospects. I have the increasing feeling that my career is something the old me picked, I'm not sure it's what I want to do, I feel stuck in it and I'm not sure what to do about it. 4/5",Income Tax,3.075443762,2.65518793,-0.199639822,neutral,2021-11-10,Replies,0,0,0,0,Female,1199
691,"Tonight will see clapforheroes Our incredible NHS & care workers don’t need our claps they need a pay rise which is once again being denied by this Government. They also need us to follow the lockdown rules. Don’t clap, demand they get the pay rise they deserve.",Social Care,4.674408937,1.277755617,0.950424019,positive,2021-01-07,Reposts,0,0,0,0,Unknown,1627
689,"The UK govt's budget imposes stealth taxes increase in income tax, VAT, council tax to deplete household budgets and hurt the poorest who are already reeling from the impact of Covid. Misery and queues for food banks will increase. ,",Council Tax,1.788857864,6.964217642,-1.705781513,negative,2021-03-05,Reposts,0,0,0,0,Unknown,2692
690,"Stagecoach has £millions in the bank but says drivers don't deserve a fair wage. It's on the road to strikes at 18 depots. , warns it to get ready for a relentless campaign to protect our members' pay. Support our drivers by sharing this message. BadBossesBeware ,",Poor Pay,5.549371117,3.187134804,0.207988686,neutral,2021-09-22,Reposts,0,0,0,0,Female,1643
744,Do u know how disrespectful it is for a millionaire to be able to sit there and tell you how much someone living on the lowest wage should be able to live off? He wouldnt be able to live on his £80k wage WITH expenses but its the people on the bottom he tells to work with scraps,Cost of Living,1.538661899,3.24946592,-1.094151099,negative,2021-08-12,Reposts,0,0,0,0,Unknown,2737
743,"THREAD: The Covid19 pandemic is fueling child labor in 4 key ways: 1) Unprecedented loss of jobs and income have plunged nearly 90 million people into extreme poverty, increasing pressures on children to work to support their families. ,",Mental Health,1.153996424,4.352636026,-1.674124166,negative,2021-05-26,Reposts,0,0,0,0,Female,2758
687,", , , , , , , , , , , , , , It is not just farmers who are being betrayed, it’s the majority of British people. This deal plus changes to farming support opens the gates to greater inequality. Rich people can pay for nutritious food but the poor and vulnerable will have no choice but to eat poisonous food.",Rich People,4.148538695,4.349932426,-0.39397775,negative,2021-06-17,Reposts,0,0,0,0,Unknown,5101
697,"Patients forced to pay for operations will be disappointed by that empty speech with no solutions on how to bring waiting times down. Given Tory MPs are imposing a punishing, unfair tax rise on working people patients deserved a plan of rebuild and reform. We didn’t get that.",Low Income Families,3.427154758,5.034183753,-0.731094588,negative,2021-10-05,Reposts,0,0,0,0,Female,919
728,"Educational leaders should be well rewarded and so should great teachers. The scandal is that it is an one way street £250k plus salaries the state can never match. Private School Pay List: rise in £100,000 salaries sparks fears of brain drain ,",Poor Pay,3.66761607,2.899954951,-0.111726914,neutral,2021-03-07,Reposts,0,0,0,0,Unknown,14180
732,"🚌 Stagecoach has £millions in the bank but says drivers don't deserve a fair wage. It's on the road to strikes at 18 depots. , warns it to get ready for a relentless campaign to protect our members' pay. Support our drivers by sharing this message. BadBossesBeware ,",Poor Pay,5.549371117,3.187134804,0.207988686,neutral,2021-09-23,Reposts,0,0,0,0,Unknown,8686
734,", , Yes we all love no sick pay, no job security and poor pay and working conditions IEA TWAT needs to try providing for a family for a year in the gig economy and then try and say we like parting and flexibility. ,",Statutory Sick Pay,5.990248642,1.538661899,1.012646189,positive,2021-04-04,Reposts,0,0,0,0,Male,8030
735,"Since the pandemic hit, bosses of huge companies across the UK have tried to fire their workforces and rehire them on poorer pay and contracts. Less pay & fewer rights? Unite have said no! Join us tonight at 7pm & help lead the fight back ✊ , ,",Mental Health,4.244432719,2.992244175,0.00301092,neutral,2021-01-20,Reposts,0,0,0,0,Unknown,4870
705,"On InternationalWorkersDay we wonder why there are no English trade Unions to stand up for English nurses and the fight the UK governments insulting 1% pay rise. , , , The UK can apparently afford more nukes but not fair pay for English nurses.",Poor Pay,2.843600297,4.703048196,-0.849713482,negative,2021-05-01,Reposts,0,0,0,0,Male,450
736,"He does not know and he does not care. Many low paid workers will be paying higher national insurance and lose £20 per week from universal credit as the cost of living crisis hits home. Folk being driven into poverty as a political choice by , and his Government. ,",Government Support,3.14736428,4.617472854,-0.729855778,negative,2021-10-03,Reposts,0,0,0,0,Female,4569
703,"Interesting the dogpile on nurses from certain quarters. Comments like, 'they're already well paid', 'they were just doing their jobs just like everyone else, so why should they have a worthwhile pay rise'. & the good old, whatabouterie pitting them against the private sector🙄",Public Sector Pay,3.712561366,0.839270127,1.140371105,positive,2021-03-23,Reposts,0,0,0,0,Female,2850
730,"“The way we stop transmission is to get people selfisolated… people in deprived areas & lowpaid jobs have been less likely to be able to afford to selfisolate” Independent Sage’s , says the govt's financial support ""has not been enough"" ,",Poor Pay,5.140732137,1.118036165,1.179048196,positive,2021-01-06,Reposts,0,0,0,0,Unknown,13531
702,"Well done , for agreeing to play , in a friendly against a club managed by their exmidfielder Andy Hessenthaler. The club were hit with an unfair , £40k fine for deciding not to go £500k in debt. Gestures like this help towards paying that fine",Low Income Families,5.188436359,1.60598027,0.826124451,positive,2021-06-09,Reposts,0,0,0,0,Male,9358
